Date,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingConfident,AnalysesEasier,ProgrammingEfficient,ImmediatelyApply,Comfortable,WorkWithData,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
4/12/18 19:35,Ecology,1br16t,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree ,Neutral ,,Get a feel for what's out there for data analysis,Have like a prebuilt worksheet with the challenges written in comment form so we work underneath them.,No,,Neutral,Neutral,Neutral,Agree,One was too fast and the other was a bit slow,69,United States of America
4/12/18 19:35,Ecology,1mavan,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Strongly agree ,,No prior knowledge is assumed so everything is covered from the ground up.,"Instructor quality varied between the two instructors, making it difficult to adapt to second instructor's style of teaching. ",No,,Strongly agree,Strongly agree,Strongly agree,Agree,"Sticky note system to identify if I was struggling was fantastic. One instructor often confused terms, which is not helpful since as a beginner I need to learn/use terms appropriate. ",95,United States of America
4/12/18 19:35,Ecology,7mopal,R,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree ,Strongly agree ,,essential skills,better annotated web book describing each lesson,No,,Agree,Agree,Agree,Strongly agree,,89,United States of America
4/12/18 19:35,Ecology,0besha,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Good documents and examples. Simple yet informative.,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,98,United States of America
4/12/18 19:37,Ecology,3komid,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Great instructors with useful analogies with relevant topics at a constructive pace.,"For me, it was just right.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,By being able to use analogies in biology to apply to programming.  By taking the time to define vocabulary and having patient with people in different levels.,99,United States of America
4/12/18 19:34,Ecology,0moree,R,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree ,Agree ,,I loved the detail of information that we went through,"At the end, we had to rush through some subjects important to me because we were out of time",No,,Agree,Agree,Agree,Agree,,93,United States of America
4/12/18 19:35,Ecology,2podia,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Clear presentation, interactive, with challenges, good pacing, great teachers, with fast helpers",more & shorter breaks to walk around?,Yes,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,was open to & entertained a wide breadth of questions very efficiently,100,United States of America
4/12/18 19:36,Ecology,2bacir,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Instructors were very competent ,"Timing for the different topics (some topics may need more time, some shorter)",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They highlighted some practical tips for everyday workflow,99,United States of America
4/12/18 19:33,Ecology,2sefor,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Data management and spreadsheet design was great. Thank you for introducing openrefine,"R should be covered slower, rushed through tidyverse which can be really useful",No,,Agree,Strongly agree,Strongly agree,Strongly agree,finding shortcuts around longer pieces of code,100,United States of America
4/12/18 19:34,Ecology,1oaper,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"going over reading and understanding what arguments a function takes, understanding how the language is evaluating commands, going slowly through the functions and seeing how their output changes as we make them more complex. ",I am really new so for the things I had seen before it was great and for new stuff it was FAST!,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They took the time to meet one on one during breaks and go over detailed questions as to why each thing was working the way it was and to trouble shoot places where I was needing more concept clarification. ,100,United States of America
4/12/18 19:34,Ecology,3bohar,R,Strongly agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Agree ,Strongly agree ,,"Instructions were clear, pacing was good (except at the very end when it was too fast).",I think the content was too ambitious - the final session was so rushed that it was hard to get anything out of it. Also I think there was too much focus on the zillions of different packages and options that are available in R - it would be better to focus on learning a few things really deeply than on overwhelming us with the endless possibilities.,No,,Strongly agree,Agree,Strongly agree,Strongly agree,,98,United States of America
4/12/18 19:34,Ecology,3lokir,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Easy pace, friendly instructors, good coverage of topics ",Spend more time on R data visualization and less on data manipulation. ,Yes,,Agree,Agree,Agree,Agree,They were able to provide specific feedback to questions I had. ,90,United States of America
4/12/18 19:34,Ecology,3mo6th,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Interactive nature, it's great that we can look back at the lessons to repeat some of the exercises on our own. The instructors were very patient, and very knowledgeable. This was super valuable for my future work and it made me excited to try and learn more programming on my own. ",The mornings were too slow and then the afternoon sessions felt too rushed. I felt the afternoon sessions were far more applicable than the morning sessions. I wish we had more time to cover more of the second part of the R workshop. ,No,,Strongly agree,Agree,Strongly agree,Strongly agree,They were very responsive to questions and immediately solved the problem with me.,98,United States of America
4/12/18 19:33,Ecology,0safil,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree ,Agree ,,"Good coverage of basics, diversity of languages taught, online materials were helpful to follow along and refer back to in future","For R programming, felt slow at beginning and fast paced at end. Would speed up intro to make more time for filtering/grouping and plots",No,,Agree,Agree,Agree,Agree,Quickly answered a question I had without judgement,85,United States of America
4/12/18 19:33,Ecology,1vphar,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Agree ,,Combined Open Refine with R ,It would be nice to have follow up deliverables to promote further learning. I felt there was too much content for the amount of time so the positive is we get a great resource but on the other hand it would have been nicer to have more time,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
4/12/18 19:35,Ecology,1fo22n,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree ,Strongly agree ,,"clear step by step instructions, easy to follow","a bit slow, often times just following exactly what the online lesson plan was (such that in person instruction did not add a whole lot)",No,,Agree,Agree,Strongly agree,Strongly agree,they took the time to answer all individual questions and made an effort to find answers when they did not know,93,United States of America
4/12/18 19:33,Ecology,1saled,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Strongly agree ,,Very thorough coverage of subject that were covered. I left with a good understanding of the subjects.,"For biologist, I think majority would want to spend more time on R and Rstudios. ",No,,Strongly agree,Strongly agree,Strongly agree,Agree,,100,United States of America
4/12/18 19:35,Ecology,2safri,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,I think that having an actual teacher to respond to questions immediately and the physical classroom aspect has definitely helped me. It's also an efficient learning environment. All of the data and instructions are super organized and easy to get to. This allowed me to follow along no problem throughout the course. ,"I think that its a really good workshop overall. I learned a lot. The only thing I struggled with was keeping up a little bit near the end with R, but that might be due to my typing speed.... :)",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Both were definitely very encouraging and answered my questions very well!,100,United States of America
4/12/18 19:32,Ecology,1agpin,R,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree ,Agree ,,Explanation was very easy to understand.,Pace of materials covered. ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Answered clarification questions,100,United States of America
4/12/18 19:31,Ecology,2thcir,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,,,No,,Strongly agree,Agree,Strongly agree,Agree,,89,United States of America
4/12/18 19:32,Ecology,3xipre,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree ,Agree ,,"I love the level of organization, and still a flexibility in terms of which concepts to dwell on and which to fasttrack",It could benefit from a little bit of competition,No,,Agree,Agree,Agree,Agree,I asked questions. They answered,84,United States of America
4/12/18 19:33,Ecology,3sicla,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,Well organized and laid out,"Towards the end (ggplot), it didn't feel necessary to follow along by typing in each and every command to produce the plots. I think most of us were rushing to type in the commands and not really learning what went into building the command for the plot -- maybe breaking down the components of the command instead of showing examples of each step might be helpful.   Needed to be sped up in the first 75% of the workshop and slowed down in the last 25%.",No,,Neutral,Agree,Agree,Strongly agree,,80,United States of America
4/12/18 19:33,Ecology,2satwe,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral ,Agree ,,I thought that the instructors did a good job of covering a lot of material over two days.  They also did a good job of relating the content to our areas of interest,I felt that there was too much to cover for a two day workshop and wished there was more emphasis on SQL and R as opposed to spreadsheets and OpenRefine,Yes,,Neutral,Agree,Agree,Agree,"The explanation of factors in R was really good, especially given the level of confusion initially",75,United States of America
4/12/18 19:33,Ecology,1howoo,R,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree ,Agree ,,"Flow of instructions, openness to questions",additional stretching break :),No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Thoroughly explaining what such function does ,98,United States of America
4/12/18 19:35,Ecology,0ne16t,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,"Good spacing, covered a lot.  very relevant to my needs, see immediate applications.  ",Covered a lot...so sometimes a bit fast.   Not sure which way is better.    Have the lesson website as well as the programming interface projected at the same time.  ,No,,Strongly agree,Agree,Strongly agree,Agree,"Jason always rephrased questions, which was really important for me to understand both  my own questions, but other people's questions.  ",90,United States of America
4/12/18 19:32,Ecology,0Chadm,R,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral ,Agree ,,The content was great! I enjoyed learning the basics of SQL and R especially. ,I think day-2 could have been better organized in terms of time and content to be conveyed. I was disappointed that the graphing methods were not covered in detail when it happens to be on of the most important tools,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
